,retailer_id,outlet_name,outlet_type_id,type_name,outlet_photo,lat,longi,street_address,pin_code,district,taluka,owner_name,contact_no,landmark,u_name,user_contact_no,beat_number,sub_beat,full_beat
1441,106338,VENKATESHWARA IYENGARS BAKERY ,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GCF52386602-IMG-20241203_1658k0omm.jpeg,14.4453791,75.905686,Davanagere,577004,Davangere,Davanagere,Arvind reddy,9545561446,Davanagere,Sanjay kumar s,9964140461,1,F,1F
1418,104735,ALVARTHI PROVISION STORES,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YBF81829847-IMG-20241217_09445l4ne.jpeg,14.4607135,75.9314638,APMC Market Vasa bus stand opposite,577001,Davangere,Davanagere,Ajay,9743930586,APMC Market Vasa bus stand opposite,Sanjay kumar s,9964140461,1,N,1N
1417,104701,FRESH BAKERS & SWEERS,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BZQ61833695-IMG-20241217_1157nbh45.jpeg,14.4766589,75.915357,Kondaji road davanagere 577001,577001,Davangere,Davanagere,Kumar,8088854975,Kondaji road davanagere 577001,Sanjay kumar s,9964140461,1,S,1S
1416,104689,SRI LAKSHMI PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VYS93453237-IMG-20241217_130733dki.jpeg,14.479719,75.9153807,Bodal road spa nagar davanagere 577001,577001,Davangere,Davanagere,Revanappa,9945466230,Bodal road spa nagar davanagere 577001,Sanjay kumar s,9964140461,1,T,1T
1415,104661,MANJUNATH PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LLY33922972-IMG-20241217_14496na5g.jpeg,14.4668287,75.9118209,Vinobha nagar 1st road main davanagere 577001,577001,Davangere,Davanagere,Manjunath,9986245178,Vinobha nagar 1st main road davanagere 577001,Sanjay kumar s,9964140461,1,O,1O
1414,104656,SRI RAGHAVENDRA CAKE PALACE,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KHV62493013-IMG-20241217_1521flefk.jpeg,14.4723115,75.9109592,"Devaraj Urs Badavane 1st, Davanagere, Karnataka 577002
",577002,Davangere,Davanagere,Praveen,9880473667,"Devaraj Urs Badavane 1st, Davanagere, Karnataka 577002",Sanjay kumar s,9964140461,1,P,1P
1469,107492,SURYA BAKERY ,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/AZW49927983-IMG-20241128_11437gdbd.jpeg,14.4346732,75.8985233,Shamanur davanagere,577601,Davangere,Harihara,Arun,7411156573,Shamanur davanagere,Sanjay kumar s,9964140461,1,B,1B
1468,107477,CHAITRA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IFF24676333-IMG-20241128_1317mfp0d.jpeg,14.4393604,75.8997106,Naganur road shamanur,577001,Davangere,Davanagere,Roopa,6361698678,Naganur road shamanur,Sanjay kumar s,9964140461,1,C,1C
1467,107474,D K NAGARAJ BEEDA STALL,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/KWZ38540090-IMG-20241128_13367bk12.jpeg,14.440572,75.8991475,Shamanur davanagere,577001,Davangere,Davanagere,Nagaraj,9008723980,Shamanur davanagere,Sanjay kumar s,9964140461,1,C,1C
1466,107468,SHRI RAGHAVENDRA STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ECX16107315-IMG-20241128_1511iklae.jpeg,14.4556621,75.9064412,Davanagere,577001,Davangere,Davanagere,Putaranga,9481420321,Davanagere,Sanjay kumar s,9964140461,1,J,1J
1465,107440,KANAKA PROVISION STORES,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZIY69812137-IMG-20241129_0955gjcff.jpeg,14.4627517,75.9077056,Davanagere,577001,Davangere,Davanagere,Monesh,9743482525,Davanagere,Sanjay kumar s,9964140461,1,M,1M
1458,107274,Anjaneya provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GJE06359161-IMG-20241129_1642cd4eg.jpeg,14.446706,75.9114786,Davanagere,577001,Davangere,Davanagere,Dinesh,8197191424,Davanagere,Sanjay kumar s,9964140461,1,E,1E
1457,107203,SRI SAI PAN SHOP,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZVT55837224-IMG-20241130_1022dcn91.jpeg,14.4569938,75.9069747,Davanagere,577001,Davangere,Davanagere,Gangadhar,8095587517,Davanagere,Sanjay kumar s,9964140461,1,J,1J
1456,107179,SRI VINAYAKA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/HGK70671469-IMG-20241130_10587h55b.jpeg,14.4463101,75.906244,Davanagere,577001,Davangere,Davanagere,Manjunath,9945987962,Davanagere,Sanjay kumar s,9964140461,1,F,1F
1455,107158,SRI VIJAYA BAKARS ,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YJC51659093-IMG-20241130_11433ia3e.jpeg,14.4486107,75.911375,Anjaneya Badavane Davanagere,577001,Davangere,Davanagere,Kashyap Bhatt,8147907398,Anjaneya Badavane Davanagere,Sanjay kumar s,9964140461,1,E,1E
1454,107150,ASHIVA ENTERPRISES,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZAY50943390-IMG-20241130_1219fg053.jpeg,14.4486384,75.9113973,Anjaneya Badavane Davanagere,577001,Davangere,Davanagere,Shivu kumar,9845352465,Anjaneya Badavane Davanagere,Sanjay kumar s,9964140461,1,E,1E
1452,107047,VISMAYA STORES,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/WXY97697943-IMG-20241130_15546m3kl.jpeg,14.4625489,75.9103121,Davanagere,577001,Davangere,Davanagere,Sunil,9886284586,Davanagere,Sanjay kumar s,9964140461,1,M,1M
1447,106835,Sri Siddeshwara kirani Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RUJ43292303-IMG-20241203_125315048.jpeg,14.4407618,75.8980304,Shamanur davanagere,577001,Davangere,Davanagere,Mahendra,8970675997,Shamanur davanagere,Sanjay kumar s,9964140461,1,C,1C
1703,113036,Sanju shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YOD23043666-IMG-20241018_17216199j.jpeg,14.449884,75.9291651,Nituvalli road davanagere,577001,Davangere,Davanagere,Sanju,9535809264,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,G,1G
1702,113035,Haseen shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DFF29090145-IMG-20241018_1716ajfa4.jpeg,14.4498626,75.9291248,Nituvalli road davanagere,577001,Davangere,Davanagere,Haseena,9141647724,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,G,1G
1701,113033,Malikarjun provision store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TAB08585214-IMG-20241019_1156gllc5.jpeg,14.4545294,75.9247308,Nituvalli road davanagere,577002,Davangere,Davanagere,Mutappa rai,9844001300,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,K,1K
1700,113009,Jayanth provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JAY48810075-IMG-20241019_1224dmc5d.jpeg,14.4565888,75.9246855,Nituvalli road davanagere,577001,Davangere,Davanagere,Jayanth,9902208762,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,L,1L
1699,112991,Shri Guru provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RZS69327493-IMG-20241019_1146enihp.jpeg,14.4532304,75.924847,Nituvalli road davanagere,577002,Davangere,Davanagere,Tippeswamy,9741255456,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,H,1H
1696,112850,GURUMAHANTHESH PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/AGD29927228-IMG-20241019_1709ok8fo.jpeg,14.4517221,75.9261368,Nituvalli road davanagere,577002,Davangere,Davanagere,Praveen,7406448572,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,H,1H
1695,112849,Shri Navami provision,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VIN04857525-IMG-20241019_170187a7g.jpeg,14.4505719,75.9260392,Nituvalli road davanagere,577001,Davangere,Davanagere,Prameshvarappa,9886538640,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,H,1H
1694,112848,SONU BOOK PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XDY21167725-IMG-20241019_1654ch54m.jpeg,14.4507505,75.9260428,Nituvalli road davanagere,577001,Davangere,Davanagere,Prasanna,9844511589,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,H,1H
1693,112836,Shree Renukamba beeda stall,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RBF41551811-IMG-20241021_132619f1f.jpeg,14.4575215,75.9292489,Nituvalli road davanagere,577004,Davangere,Davanagere,Suresh,7975403903,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,K,1K
1692,112832,Rakshita provision store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VIR98108613-IMG-20241019_173510o79.jpeg,14.4502779,75.9259992,Nituvalli road davanagere,577002,Davangere,Davanagere,Sanjev,9964556743,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,H,1H
1691,112827,Anjaneya store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/UUL59772724-IMG-20241019_1616gli94.jpeg,14.4497277,75.9277457,Nituvalli road davanagere,577002,Davangere,Davanagere,Krishnamurthi,9742195433,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,H,1H
1690,112791,Sri malikarjuna provision store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YUB63606062-IMG-20241019_11037hf91.jpeg,14.4549004,75.9249269,Nituvalli road davanagere,577004,Davangere,Davanagere,Mahesh,9980880133,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,K,1K
1689,112783,Aisha shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DIT27399950-IMG-20241018_1708k693l.jpeg,14.4498964,75.9291498,Nituvalli road davanagere,577001,Davangere,Davanagere,Aisha banu,7349389867,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,G,1G
1688,112782,LALITHA RICE CORNER,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/LPJ76653950-IMG-20241018_1646gmfpa.jpeg,14.4496617,75.9293875,Nituvalli road davanagere,577004,Davangere,Davanagere,Siddapa,7353068831,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,G,1G
1687,112770,SHRI LAKSHMI VENKATESHWARA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SJJ78498460-IMG-20241022_11042pl0d.jpeg,14.4475541,75.9292788,Saraswati nagar davanagere,577001,Davangere,Davanagere,Ramappa,9740876638,Saraswati nagar davanagere,Sanjay kumar s,9964140461,1,G,1G
1686,112759,BHAVANA BAKERY & SWEETS,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YSY08219370-IMG-20241022_11583p48p.jpeg,14.4461609,75.9217859,Nituvalli road davanagere,577004,Davangere,Davanagere,Preema,8792615895,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,D,1D
1489,108339,PRAVEEN PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RHL70816628-IMG-20241126_1053m7pld.jpeg,14.4602967,75.9076752,Davanagere,577601,Davangere,Harihara,Praveen,9902693682,Davanagere,Sanjay kumar s,9964140461,1,J,1J
1488,108328,IYENGAR CAKE PALACE,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VWF98085452-IMG-20241126_11213gim8.jpeg,14.4604987,75.9056794,Davanagere,577601,Davangere,Harihara,Anil kumar,9113243950,Davanagere,Sanjay kumar s,9964140461,1,M,1M
1485,108308,Chamundeshwari general provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RLN47279144-IMG-20241126_1245f78j1.jpeg,14.4629281,75.9068082,Davanagere,577001,Davangere,Davanagere,Rathnakar,9743341623,Davanagere,Sanjay kumar s,9964140461,1,M,1M
1484,108271,Manjunath general store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RVG28848101-IMG-20240819_1612448lk.jpeg,14.4731753,75.9157355,Honda circle Kondajji road Davanagere,577001,Davangere,Davanagere,Bhagymma,7676496545,Honda circle,Unknown User,9632388953,1,S,1S
1482,108256,MORE YOUR SUPERMARKET,2,Supermarket,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RND28579389-IMG-20241126_1455dahg3.jpeg,14.4605124,75.9044632,Davanagere,577001,Davangere,Davanagere,Nagaraj ,8722202782,Davanagere,Sanjay kumar s,9964140461,1,M,1M
1481,108253,STAR CAFE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/HWF77758255-IMG-20241126_1522jpa8c.jpeg,14.4558868,75.9064908,Davanagere,577001,Davangere,Davanagere,Anwar,9980555462,Davanagere,Sanjay kumar s,9964140461,1,J,1J
1480,108252,BANGALORE IYENGARS BAKERY,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/FHH25025473-IMG-20241126_1536c8neo.jpeg,14.4540367,75.9051823,Davanagere,577001,Davangere,Davanagere,Basavaraj,9019393327,Davanagere,Sanjay kumar s,9964140461,1,J,1J
1479,108208,Manjunatha traders,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/WQH65978889-IMG-20241127_11398g9g1.jpeg,14.4491841,75.9094164,Davanagere,577001,Davangere,Davanagere,Shivanna,8105264528,Davanagere,Sanjay kumar s,9964140461,1,F,1F
1478,108189,Yuvraj General Store & roti corner,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IEK80132295-IMG-20241127_1238j6hf5.jpeg,14.4512524,75.9090801,Davanagere,577001,Davangere,Davanagere,Naveen,7795304822,Davanagere,Sanjay kumar s,9964140461,1,F,1F
1477,108186,SRI SIDDESHWARA CONDITIONS,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/DQF14840649-IMG-20241127_12535galn.jpeg,14.4541339,75.9104644,Davanagere,577004,Davangere,Davanagere,Shanmukha,7411416100,Davanagere,Sanjay kumar s,9964140461,1,J,1J
1476,108159,SRI GURUBASVARAJI PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/GYB92909340-IMG-20241017_1223gnbip.jpeg,14.4530781,75.9322282,Dcm davanagere,577001,Davangere,Davanagere,Manjunath,9901638929,Dcm davanagere,Sanjay kumar s,9964140461,1,I,1I
1475,107556,SHREE CAUVERY BAKERIES,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/OSR52264623-IMG-20241127_1524dl5c9.jpeg,14.4608179,75.9302258,Davanagere,577001,Davangere,Davanagere,Shivu,8277622967,Davanagere,Sanjay kumar s,9964140461,1,N,1N
1474,107555,AMJAD BEEDA STALL DAVANAGERE,15,Paan Beeda,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/ZDV91051566-IMG-20241127_1544p6ha4.jpeg,14.4615347,75.9294763,Davanagere,577001,Davangere,Davanagere,Girish,9060633643,Davanagere,Sanjay kumar s,9964140461,1,N,1N
1472,107502,NEW SRI ANJANEYA BAKERY ,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XTD57998988-IMG-20241128_1103aafb9.jpeg,14.4402476,75.8991882,Shamanur davanagere,577001,Davangere,Davanagere,Krishna,8494805576,Shamanur davanagere,Sanjay kumar s,9964140461,1,C,1C
1471,107495,KUSUMA ENTERPRISES,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XRL56802965-IMG-20241128_1123oe73b.jpeg,14.4386831,75.8997481,Shamanur davanagere,577001,Davangere,Davanagere,Murugesh,9886822585,Shamanur davanagere,Sanjay kumar s,9964140461,1,C,1C
1470,107493,SHIVA ENTERPRISES & GENERAL STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RMS02720681-IMG-20241128_11339bgl2.jpeg,14.4345484,75.8982975,Shamanur davanagere,577001,Davangere,Davanagere,Abishek,9845403031,Shamanur davanagere,Sanjay kumar s,9964140461,1,B,1B
1507,108597,L. J. Iyengar Cake House,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/TQH21853270-IMG-20240720_1451j1nfa.jpeg,14.4392665,75.9179975,Vidyanagar main road Davanagere,577003,Davangere,Davanagere,Renuka Kumar,8105707211,Shiva temple ,Unknown User,9632388953,1,B,1B
1499,108538,Sri Maheshwari Cafe,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SEL59267731-IMG-20241030_1416k1o1f.jpeg,14.4640067,75.9027617,Vinayaka nagara davanagere,577004,Davangere,Davanagere,Veerbhadrappa,9113917620,Vinayaka nagara davanagere,Sanjay kumar s,9964140461,1,M,1M
1498,108530,Shri Lakshmi provision store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/SMW58556726-IMG-20240727_1446ncagm.jpeg,14.4722295,75.9174248,Dodapete market road B S Channabasapp shop,577002,Davangere,Davanagere,Thippeswmi,9845651484,BS Chanbasappa shop,Unknown User,9632388953,1,S,1S
1490,108349,CAKE HOUSE,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/WWY76854197-IMG-20241126_1007p35b4.jpeg,14.4602939,75.9064948,Davanagere,577001,Davangere,Davanagere,Akash,7204535232,Davanagere,Sanjay kumar s,9964140461,1,M,1M
1527,108929,Sharthk previson store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/VIG41226578-IMG-20240726_1116ghipm.jpeg,14.4668245,75.9108922,Vinobhanagar 2nd main road 3rd cross Davanagere,577006,Davangere,Davanagere,Ravikumar,9620895934,Maganubasappa school,Unknown User,9632388953,1,O,1O
1685,112747,Vijaya shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/YHQ26988041-IMG-20241022_1136in87h.jpeg,14.446169,75.9210568,Nituvalli road davanagere,577004,Davangere,Davanagere,Vijaya,7760147376,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,E,1E
1684,112742,POOJA RICE CORNER,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/XWV21038849-IMG-20241022_1219hof96.jpeg,14.4469124,75.9218249,Nituvalli road davanagere,577001,Davangere,Davanagere,Palakshappa,9986619131,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,E,1E
1683,112726,NATURAL TRA STALL & COOL BAR,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/IUS56526090-IMG-20241022_1235331ec.jpeg,14.4468528,75.9217861,Nituvalli road davanagere,577004,Davangere,Davanagere,Syed,8088661855,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,E,1E
1681,112634,Sanjay provision store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RZJ12342372-IMG-20241021_17506o0o0.jpeg,14.4591835,75.9218189,Ktg nagar davanagere,577001,Davangere,Davanagere,Manjunath,9844071199,Ktg nagar davanagere,Sanjay kumar s,9964140461,1,L,1L
1679,112630,G B CAKE HOUSE,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/CBM89433911-IMG-20241021_1656m6665.jpeg,14.45719,75.9293933,Nituvalli road davanagere,577004,Davangere,Davanagere,Dharmaraj,9986112897,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,K,1K
1676,112613,Shri Guru Basaveshwara provision Store,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/RNX30908751-IMG-20241022_1749nc845.jpeg,14.4478526,75.9246551,Nituvalli road davanagere,577004,Davangere,Davanagere,Nagaveni,9880370960,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,E,1E
1675,112611,UTSAVAMBA PROVISION STORE,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/MOL56507140-IMG-20241022_1718o1ida.jpeg,14.4482787,75.9261528,Nituvalli road davanagere,577001,Davangere,Davanagere,Shivu kumar,8747832263,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,H,1H
1674,112602,Kumar swamy shop,1,General Store,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/BBH23237168-IMG-20241023_1140afco4.jpeg,14.4475683,75.9244483,Nituvalli road davanagere,577004,Davangere,Davanagere,Kumar swamy,9353075267,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,E,1E
1673,112601,Kwality cake corner,4,Bakery/ Condiments,https://gtaprodstorage.blob.core.windows.net/clappia-photos/obj_7/JSP86597411-IMG-20241023_1055b2p7c.jpeg,14.4485367,75.929086,Nituvalli road davanagere,577004,Davangere,Davanagere,Suprith kumar,7204545382,Nituvalli road davanagere,Sanjay kumar s,9964140461,1,G,1G
